"TRAIT","GO","NAME","FUNCTION","QTL","locusName","Best.hit.arabi.name","arabi.symbol","arabi.defline","Best.hit.rice.name","rice.defline","OsGene"
"LEN","GO:0046983","protein dimerization activity","molecular_function","9N@38.02","Pavir.9NG165900","AT4G37850","","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","LOC_Os03g46860","helix-loop-helix DNA-binding protein, putative, expressed",NA
"LEN","GO:0046983","protein dimerization activity","molecular_function","9N@38.02","Pavir.9NG165973","AT4G37850","","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","LOC_Os03g46860","helix-loop-helix DNA-binding protein, putative, expressed",NA
"LEN","GO:0046983","protein dimerization activity","molecular_function","9N@38.02","Pavir.9NG173900","AT2G43010","PIF4,SRL2","phytochrome interacting factor 4","LOC_Os03g43810","helix-loop-helix DNA-binding domain containing protein, expressed","OsPIL12 "
"LEN","GO:0046983","protein dimerization activity","molecular_function","9N@38.02","Pavir.9NG207100","AT2G14760","","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","LOC_Os03g42100","helix-loop-helix DNA-binding domain containing protein, expressed",NA
"LEN","GO:0046983","protein dimerization activity","molecular_function","9N@38.02","Pavir.9NG223700","AT5G48670","AGL80,FEM111","AGAMOUS-like 80","LOC_Os03g38610","OsMADS87 - MADS-box family gene with M-gamma type-box, expressed","OsMADS87 "
"LEN","GO:0046983","protein dimerization activity","molecular_function","4K@26.26","Pavir.4KG119805","AT3G42170","","BED zinc finger ;hAT family dimerisation domain","LOC_Os11g36790","OsFBO6 - F-box and other domain containing protein, expressed",NA
"LEN","GO:0046983","protein dimerization activity","molecular_function","4K@26.26","Pavir.4KG238905","AT3G42170","","BED zinc finger ;hAT family dimerisation domain","LOC_Os11g36790","OsFBO6 - F-box and other domain containing protein, expressed",NA
"LEN","GO:0046983","protein dimerization activity","molecular_function","5K@76.02","Pavir.5KG497607","AT3G42170","","BED zinc finger ;hAT family dimerisation domain","LOC_Os09g21420","transposon protein, putative, unclassified, expressed",NA
"LEN","GO:0046983","protein dimerization activity","molecular_function","5N@36.27","Pavir.5NG159843","AT3G42170","","BED zinc finger ;hAT family dimerisation domain","LOC_Os08g09800","WRKY105, expressed",NA
"LEN","GO:0046983","protein dimerization activity","molecular_function","5N@36.27","Pavir.5NG165881","AT3G42170","","BED zinc finger ;hAT family dimerisation domain","LOC_Os11g36790","OsFBO6 - F-box and other domain containing protein, expressed",NA
"LEN","GO:0046983","protein dimerization activity","molecular_function","9N@38.02","Pavir.9NG206900","AT2G19940","","oxidoreductases, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor;copper ion binding","LOC_Os03g42110","semialdehyde dehydrogenase, NAD binding domain containing protein, putative, expressed","OsAGPR "
"LEN","GO:0046983","protein dimerization activity","molecular_function","9N@38.02","Pavir.9NG240573","AT5G31412","","hAT transposon superfamily protein","LOC_Os01g52430","hAT dimerisation domain-containing protein, putative, expressed",NA
"LEN","GO:0046983","protein dimerization activity","molecular_function","3N@62.06","Pavir.3NG140846","AT5G20240","PI","K-box region and MADS-box transcription factor family protein ","LOC_Os05g34940","OsMADS4 - MADS-box family gene with MIKCc type-box, expressed","OsMADS4 "
"LEN","GO:0046983","protein dimerization activity","molecular_function","4K@26.26","Pavir.4KG082400","AT3G57230","AGL16","AGAMOUS-like 16","LOC_Os02g36924","OsMADS27 - MADS-box family gene with MIKCc type-box, expressed",NA
"LEN","GO:0046983","protein dimerization activity","molecular_function","4K@26.26","Pavir.4KG212700","AT2G22540","AGL22,SVP","K-box region and MADS-box transcription factor family protein ","LOC_Os02g52340","OsMADS22 - MADS-box family gene with MIKCc type-box, expressed","OsMADS22 "
"LEN","GO:0046983","protein dimerization activity","molecular_function","5K@76.02","Pavir.5KG517700","AT4G09960","AGL11,STK","K-box region and MADS-box transcription factor family protein ","LOC_Os01g52680","OsMADS32 - MADS-box family gene with MIKCc type-box, expressed","CFO1|OsMADS32 "
"LEN","GO:0046983","protein dimerization activity","molecular_function","5K@76.02","Pavir.5KG676500","AT5G20240","PI","K-box region and MADS-box transcription factor family protein ","LOC_Os01g66030","OsMADS2 - MADS-box family gene with MIKCc type-box, expressed","OsMADS2 "
"LEN","GO:0046983","protein dimerization activity","molecular_function","6N@54.19","Pavir.6NG327400","AT1G24260","AGL9,SEP3","K-box region and MADS-box transcription factor family protein ","LOC_Os08g41950","OsMADS7 - MADS-box family gene with MIKCc type-box, expressed","OsMADS7|OsMADS45 "
"LEN","GO:0043531","ADP binding","molecular_function","2K@77.89","Pavir.2KG226800","AT3G07040","RPM1,RPS3","NB-ARC domain-containing disease resistance protein","LOC_Os07g40810","NBS-LRR type disease resistance protein, putative, expressed",NA
"LEN","GO:0043531","ADP binding","molecular_function","3N@62.06","Pavir.3NG140898","AT3G14470","","NB-ARC domain-containing disease resistance protein","LOC_Os05g34230","disease resistance protein RGA3, putative, expressed",NA
"LEN","GO:0043531","ADP binding","molecular_function","3N@62.06","Pavir.3NG140899","AT3G14460","","LRR and NB-ARC domains-containing disease resistance protein","LOC_Os05g34220","vrga1, putative, expressed",NA
"LEN","GO:0043531","ADP binding","molecular_function","4K@26.26","Pavir.4KG110600","AT3G46530","RPP13","NB-ARC domain-containing disease resistance protein","LOC_Os11g03650","mla1, putative, expressed",NA
"LEN","GO:0043531","ADP binding","molecular_function","4K@26.26","Pavir.4KG110800","AT3G46730","","NB-ARC domain-containing disease resistance protein","LOC_Os11g03650","mla1, putative, expressed",NA
"LEN","GO:0043531","ADP binding","molecular_function","4K@26.26","Pavir.4KG111450","AT1G50180","","NB-ARC domain-containing disease resistance protein","LOC_Os08g07330","RGH1A, putative, expressed",NA
"LEN","GO:0043531","ADP binding","molecular_function","4K@26.26","Pavir.4KG131600","AT1G53350","","Disease resistance protein (CC-NBS-LRR class) family","LOC_Os06g17880","NBS-LRR disease resistance protein, putative, expressed",NA
"LEN","GO:0043531","ADP binding","molecular_function","4K@26.26","Pavir.4KG163700","AT4G27220","","NB-ARC domain-containing disease resistance protein","LOC_Os08g14850","resistance protein, putative, expressed",NA
"LEN","GO:0043531","ADP binding","molecular_function","5K@76.02","Pavir.5KG468000","AT1G12290","","Disease resistance protein (CC-NBS-LRR class) family","LOC_Os01g52290","expressed protein",NA
"LEN","GO:0043531","ADP binding","molecular_function","5K@76.02","Pavir.5KG468100","AT3G14470","","NB-ARC domain-containing disease resistance protein","LOC_Os01g52320","NB-ARC domain containing protein, expressed",NA
"LEN","GO:0043531","ADP binding","molecular_function","5K@76.02","Pavir.5KG468300","AT3G14470","","NB-ARC domain-containing disease resistance protein","LOC_Os01g52280","NB-ARC domain containing protein, expressed",NA
"LEN","GO:0043531","ADP binding","molecular_function","5K@76.02","Pavir.5KG468400","AT3G14470","","NB-ARC domain-containing disease resistance protein","LOC_Os01g52380","expressed protein",NA
"LEN","GO:0043531","ADP binding","molecular_function","5K@76.02","Pavir.5KG468407","AT3G14470","","NB-ARC domain-containing disease resistance protein","LOC_Os01g52280","NB-ARC domain containing protein, expressed",NA
"LEN","GO:0043531","ADP binding","molecular_function","5K@76.02","Pavir.5KG468500","AT3G14470","","NB-ARC domain-containing disease resistance protein","LOC_Os01g52380","expressed protein",NA
"LEN","GO:0043531","ADP binding","molecular_function","5K@76.02","Pavir.5KG468600","AT3G14470","","NB-ARC domain-containing disease resistance protein","LOC_Os01g52320","NB-ARC domain containing protein, expressed",NA
"LEN","GO:0043531","ADP binding","molecular_function","5K@76.02","Pavir.5KG569721","AT3G07040","RPM1,RPS3","NB-ARC domain-containing disease resistance protein","LOC_Os08g32880","disease resistance protein RPM1, putative, expressed",NA
"LEN","GO:0043531","ADP binding","molecular_function","5K@76.02","Pavir.5KG572900","AT3G14460","","LRR and NB-ARC domains-containing disease resistance protein","LOC_Os01g57340","rp1, putative, expressed","PISH "
"LEN","GO:0043531","ADP binding","molecular_function","5K@76.02","Pavir.5KG575400","AT3G14470","","NB-ARC domain-containing disease resistance protein","LOC_Os05g34220","vrga1, putative, expressed",NA
"LEN","GO:0043531","ADP binding","molecular_function","5K@76.02","Pavir.5KG582600","AT3G50950","ZAR1","HOPZ-ACTIVATED RESISTANCE 1","LOC_Os01g58510","NB-ARC domain containing protein, expressed",NA
"LEN","GO:0043531","ADP binding","molecular_function","5K@76.02","Pavir.5KG582700","AT5G45520","","Leucine-rich repeat (LRR) family protein","LOC_Os01g58520","disease resistance protein, putative, expressed",NA
"LEN","GO:0043531","ADP binding","molecular_function","5K@76.02","Pavir.5KG582800","AT1G12210","RFL1","RPS5-like 1","LOC_Os01g58530","NB-ARC/LRR disease resistance protein, putative, expressed",NA
"LEN","GO:0043531","ADP binding","molecular_function","5K@76.02","Pavir.5KG590700","AT3G14470","","NB-ARC domain-containing disease resistance protein","LOC_Os05g41290","disease resistance RPP13-like protein 1, putative, expressed",NA
"LEN","GO:0043531","ADP binding","molecular_function","5K@76.02","Pavir.5KG669900","AT3G07040","RPM1,RPS3","NB-ARC domain-containing disease resistance protein","LOC_Os08g42670","resistance protein, putative, expressed",NA
"LEN","GO:0043531","ADP binding","molecular_function","5N@36.27","Pavir.5NG183400","AT3G07040","RPM1,RPS3","NB-ARC domain-containing disease resistance protein","LOC_Os01g16400","NB-ARC domain containing protein, expressed",NA
"LEN","GO:0043531","ADP binding","molecular_function","5N@36.27","Pavir.5NG260700","AT3G07040","RPM1,RPS3","NB-ARC domain-containing disease resistance protein","LOC_Os08g42710","NB-ARC domain containing protein, expressed",NA
"LEN","GO:0043531","ADP binding","molecular_function","5N@36.27","Pavir.5NG286300","AT1G53350","","Disease resistance protein (CC-NBS-LRR class) family","LOC_Os08g07330","RGH1A, putative, expressed",NA
"LEN","GO:0043531","ADP binding","molecular_function","5N@36.27","Pavir.5NG359200","AT5G43470","HRT,RCY1,RPP8","Disease resistance protein (CC-NBS-LRR class) family","LOC_Os02g19750","NBS-LRR type disease resistance protein, putative, expressed",NA
"LEN","GO:0043531","ADP binding","molecular_function","6N@54.19","Pavir.6NG260000","AT3G46730","","NB-ARC domain-containing disease resistance protein","LOC_Os01g35300","retrotransposon protein, putative, Ty1-copia subclass, expressed",NA
"LEN","GO:0043531","ADP binding","molecular_function","6N@54.19","Pavir.6NG302200","AT3G14470","","NB-ARC domain-containing disease resistance protein","LOC_Os08g43050","disease resistance protein RGA2, putative, expressed",NA
"LEN","GO:0043531","ADP binding","molecular_function","6N@54.19","Pavir.6NG323032","AT3G46530","RPP13","NB-ARC domain-containing disease resistance protein","LOC_Os08g42670","resistance protein, putative, expressed",NA
"LEN","GO:0043531","ADP binding","molecular_function","6N@54.19","Pavir.6NG333750","AT3G14470","","NB-ARC domain-containing disease resistance protein","LOC_Os08g43050","disease resistance protein RGA2, putative, expressed",NA
"LEN","GO:0043531","ADP binding","molecular_function","6N@54.19","Pavir.6NG337000","AT3G46530","RPP13","NB-ARC domain-containing disease resistance protein","LOC_Os12g37290","resistance protein T10rga2-1A, putative, expressed",NA
"LEN","GO:0043531","ADP binding","molecular_function","6N@54.19","Pavir.6NG337300","AT3G07040","RPM1,RPS3","NB-ARC domain-containing disease resistance protein","LOC_Os08g42670","resistance protein, putative, expressed",NA
"LEN","GO:0043531","ADP binding","molecular_function","6N@54.19","Pavir.6NG337400","AT3G07040","RPM1,RPS3","NB-ARC domain-containing disease resistance protein","LOC_Os08g42670","resistance protein, putative, expressed",NA
"LEN","GO:0043531","ADP binding","molecular_function","6N@54.19","Pavir.6NG343225","AT3G14470","","NB-ARC domain-containing disease resistance protein","LOC_Os08g43000","CC-NBS-LRR, putative, expressed",NA
"LEN","GO:0043531","ADP binding","molecular_function","9N@38.02","Pavir.9NG153600","AT3G14470","","NB-ARC domain-containing disease resistance protein","LOC_Os03g48320","disease resistance RPP13-like protein 1, putative, expressed",NA
"LEN","GO:0043531","ADP binding","molecular_function","9N@38.02","Pavir.9NG153773","AT3G14470","","NB-ARC domain-containing disease resistance protein","LOC_Os03g48370","disease resistance RPP13-like protein 1, putative, expressed",NA
"LEN","GO:0043531","ADP binding","molecular_function","9N@38.02","Pavir.9NG225700","AT3G14470","","NB-ARC domain-containing disease resistance protein","LOC_Os03g38250","disease resistance RPP13-like protein 1, putative, expressed",NA
"LEN","GO:0043531","ADP binding","molecular_function","9N@38.02","Pavir.9NG225919","AT3G14460","","LRR and NB-ARC domains-containing disease resistance protein","LOC_Os11g29520","NBS-LRR disease resistance protein, putative, expressed",NA
"LEN","GO:0043531","ADP binding","molecular_function","9N@38.02","Pavir.9NG232700","AT3G14460","","LRR and NB-ARC domains-containing disease resistance protein","LOC_Os03g36920","disease resistance protein, putative, expressed",NA
"LEN","GO:0043531","ADP binding","molecular_function","5K@76.02","Pavir.5KG493300","AT4G26090","RPS2","NB-ARC domain-containing disease resistance protein","LOC_Os01g57870","disease resistance protein RPS2, putative, expressed",NA
"LEN","GO:0004601","peroxidase activity","molecular_function","2K@77.89","Pavir.2KG513700","AT5G05340","","Peroxidase superfamily protein","LOC_Os03g32050","peroxidase precursor, putative, expressed",NA
"LEN","GO:0004601","peroxidase activity","molecular_function","3N@62.06","Pavir.3NG140823","AT5G06730","","Peroxidase superfamily protein","LOC_Os03g13180","peroxidase precursor, putative, expressed",NA
"LEN","GO:0004601","peroxidase activity","molecular_function","3N@62.06","Pavir.3NG140824","AT5G06730","","Peroxidase superfamily protein","LOC_Os03g13180","peroxidase precursor, putative, expressed",NA
"LEN","GO:0004601","peroxidase activity","molecular_function","3N@62.06","Pavir.3NG140825","AT5G06730","","Peroxidase superfamily protein","LOC_Os03g13180","peroxidase precursor, putative, expressed",NA
"LEN","GO:0004601","peroxidase activity","molecular_function","4K@26.26","Pavir.4KG137800","AT5G15180","","Peroxidase superfamily protein","LOC_Os06g27850","peroxidase precursor, putative, expressed",NA
"LEN","GO:0004601","peroxidase activity","molecular_function","4K@26.26","Pavir.4KG139200","AT1G05260","RCI3,RCI3A","Peroxidase superfamily protein","LOC_Os06g29470","peroxidase precursor, putative, expressed",NA
"LEN","GO:0004601","peroxidase activity","molecular_function","4K@26.26","Pavir.4KG139420","AT1G05260","RCI3,RCI3A","Peroxidase superfamily protein","LOC_Os06g29470","peroxidase precursor, putative, expressed",NA
"LEN","GO:0004601","peroxidase activity","molecular_function","4K@26.26","Pavir.4KG139600","AT3G21770","","Peroxidase superfamily protein","LOC_Os06g20150","peroxidase precursor, putative, expressed",NA
"LEN","GO:0004601","peroxidase activity","molecular_function","4K@26.26","Pavir.4KG147400","AT5G05340","","Peroxidase superfamily protein","LOC_Os06g32960","peroxidase precursor, putative, expressed",NA
