CHR,region_start,region_end,width,region_strand,Annotation,QUERYID,TXID,Gene ID,log10BayesFactor,POS,marker.ID,CHRN,Num_Sig_Conditions,gene_start,gene_end,gene_width,gene_strand,pacId,transcriptName,peptideName,Pfam,Panther Categories,KOG,ec,KO,GO,Arabidopsis thaliana homolog,A. thaliana gene name,A. thaliana gene annotation,Rice homolog,Rice gene name,Rice gene annotation,d2_start,d2_end,distance from gene
Chr05K,53784171,53804171,20001,+,spliceSite,834,62926,Pavir.5KG616200,2.5378559992902527,53794171,Chr05K_53794171,9,9,53798958,53804008,5051,+,41545385,Pavir.5KG616200.1,Pavir.5KG616200.1.p,PF02996,"PTHR13345,PTHR13345:SF4",KOG3047,NA,NA,NA,AT1G26660.1,NA,Prefoldin chaperone subunit family protein,LOC_Os07g40460.1,NA,"prefoldin, putative, expressed",-4787,-9837,4787
Chr05K,53784171,53804171,20001,+,spliceSite,834,67375,Pavir.5KG616000,2.5378559992902527,53794171,Chr05K_53794171,9,9,53786856,53788471,1616,-,41546215,Pavir.5KG616000.1,Pavir.5KG616000.1.p,PF06203,"PTHR31319,PTHR31319:SF19",NA,NA,NA,GO:0005515,AT5G41380.1,NA,CCT motif family protein,LOC_Os01g61900.1,NA,"CCT motif family protein, expressed",7315,5700,5700
Chr05K,53784171,53804171,20001,+,spliceSite,834,67376,Pavir.5KG616100,2.5378559992902527,53794171,Chr05K_53794171,9,9,53792146,53795722,3577,-,41548867,Pavir.5KG616100.3,Pavir.5KG616100.3.p,PF07765,"PTHR31631,PTHR31631:SF2",NA,NA,NA,NA,AT2G22560.1,NA,Kinase interacting (KIP1-like) family protein,LOC_Os01g61910.1,NA,"KIP1, putative, expressed",2025,-1551,1551
Chr05K,53784171,53804171,20001,+,spliceSite,834,67377,Pavir.5KG616207,2.5378559992902527,53794171,Chr05K_53794171,9,9,53803230,53804901,1672,-,41550179,Pavir.5KG616207.1,Pavir.5KG616207.1.p,PF00112,"PTHR12411,PTHR12411:SF392",KOG1542,3.4.22.33,NA,"GO:0008234,GO:0006508",AT2G27420.1,NA,Cysteine proteinases superfamily protein,LOC_Os09g38920.1,NA,"thiol protease SEN102 precursor, putative, expressed",-9059,-10730,9059
Chr05K,56425389,56445389,20001,+,spliceSite,835,67613,Pavir.5KG668300,2.4502784780345306,56435389,Chr05K_56435389,9,2,56418965,56426994,8030,-,41548153,Pavir.5KG668300.1,Pavir.5KG668300.1.p,NA,"PTHR15000,PTHR15000:SF1",NA,NA,NA,NA,AT1G35660.1,NA,NA,LOC_Os01g65320.1,NA,expressed protein,16424,8395,8395
Chr05K,56425389,56445389,20001,+,spliceSite,835,67614,Pavir.5KG668300,2.4502784780345306,56435389,Chr05K_56435389,9,2,56418965,56426994,8030,-,41548153,Pavir.5KG668300.1,Pavir.5KG668300.1.p,NA,"PTHR15000,PTHR15000:SF1",NA,NA,NA,NA,AT1G35660.1,NA,NA,LOC_Os01g65320.1,NA,expressed protein,16424,8395,8395
Chr05K,56425389,56445389,20001,+,spliceSite,835,67615,Pavir.5KG668300,2.4502784780345306,56435389,Chr05K_56435389,9,2,56418965,56426994,8030,-,41548153,Pavir.5KG668300.1,Pavir.5KG668300.1.p,NA,"PTHR15000,PTHR15000:SF1",NA,NA,NA,NA,AT1G35660.1,NA,NA,LOC_Os01g65320.1,NA,expressed protein,16424,8395,8395
Chr05K,56425389,56445389,20001,+,spliceSite,835,67617,Pavir.5KG668300,2.4502784780345306,56435389,Chr05K_56435389,9,2,56418965,56426994,8030,-,41548153,Pavir.5KG668300.1,Pavir.5KG668300.1.p,NA,"PTHR15000,PTHR15000:SF1",NA,NA,NA,NA,AT1G35660.1,NA,NA,LOC_Os01g65320.1,NA,expressed protein,16424,8395,8395
Chr05K,56425389,56445389,20001,+,spliceSite,835,67618,Pavir.5KG668300,2.4502784780345306,56435389,Chr05K_56435389,9,2,56418965,56426994,8030,-,41548153,Pavir.5KG668300.1,Pavir.5KG668300.1.p,NA,"PTHR15000,PTHR15000:SF1",NA,NA,NA,NA,AT1G35660.1,NA,NA,LOC_Os01g65320.1,NA,expressed protein,16424,8395,8395
Chr05K,56425389,56445389,20001,+,spliceSite,835,67619,Pavir.5KG668400,2.4502784780345306,56435389,Chr05K_56435389,9,2,56428341,56437446,9106,-,41542641,Pavir.5KG668400.1,Pavir.5KG668400.1.p,"PF11961,PF05003","PTHR31730,PTHR31730:SF7",NA,NA,NA,NA,AT1G34320.1,NA,Protein of unknown function (DUF668),LOC_Os01g65330.1,NA,expressed protein,7048,-2057,2057
Chr05K,56425389,56445389,20001,+,spliceSite,835,67620,Pavir.5KG668407,2.4502784780345306,56435389,Chr05K_56435389,9,2,56436868,56438514,1647,-,41542418,Pavir.5KG668407.1,Pavir.5KG668407.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1479,-3125,1479
Chr05K,56579509,56599509,20001,+,spliceSite,836,63207,Pavir.5KG670207,2.9084441289414937,56589509,Chr05K_56589509,9,9,56581670,56588820,7151,+,41546663,Pavir.5KG670207.1,Pavir.5KG670207.1.p,"PF02449,PF02140","PTHR23421,PTHR23421:SF77",NA,3.2.1.23,NA,"GO:0009341,GO:0005975,GO:0004565,GO:0030246,GO:0004553",AT1G77410.1,BGAL16,beta-galactosidase 16,LOC_Os05g35360.1,NA,"beta-galactosidase 7 precursor, putative, expressed",7839,689,689
Chr05K,56579509,56599509,20001,+,spliceSite,836,63208,Pavir.5KG670700,2.9084441289414937,56589509,Chr05K_56589509,9,9,56590738,56597995,7258,+,41543734,Pavir.5KG670700.2,Pavir.5KG670700.2.p,"PF02140,PF01301","PTHR23421,PTHR23421:SF67",NA,3.2.1.23,NA,"GO:0030246,GO:0005975,GO:0004553",AT5G63810.1,BGAL10,beta-galactosidase 10,LOC_Os01g65460.1,NA,"beta-galactosidase precursor, putative, expressed",-1229,-8486,1229
Chr05K,56579509,56599509,20001,+,spliceSite,836,63209,Pavir.5KG670700,2.9084441289414937,56589509,Chr05K_56589509,9,9,56590738,56597995,7258,+,41543734,Pavir.5KG670700.2,Pavir.5KG670700.2.p,"PF02140,PF01301","PTHR23421,PTHR23421:SF67",NA,3.2.1.23,NA,"GO:0030246,GO:0005975,GO:0004553",AT5G63810.1,BGAL10,beta-galactosidase 10,LOC_Os01g65460.1,NA,"beta-galactosidase precursor, putative, expressed",-1229,-8486,1229
Chr05K,56579509,56599509,20001,+,spliceSite,836,63210,Pavir.5KG670700,2.9084441289414937,56589509,Chr05K_56589509,9,9,56590738,56597995,7258,+,41543734,Pavir.5KG670700.2,Pavir.5KG670700.2.p,"PF02140,PF01301","PTHR23421,PTHR23421:SF67",NA,3.2.1.23,NA,"GO:0030246,GO:0005975,GO:0004553",AT5G63810.1,BGAL10,beta-galactosidase 10,LOC_Os01g65460.1,NA,"beta-galactosidase precursor, putative, expressed",-1229,-8486,1229
Chr05K,56579509,56599509,20001,+,spliceSite,836,63211,Pavir.5KG670700,2.9084441289414937,56589509,Chr05K_56589509,9,9,56590738,56597995,7258,+,41543734,Pavir.5KG670700.2,Pavir.5KG670700.2.p,"PF02140,PF01301","PTHR23421,PTHR23421:SF67",NA,3.2.1.23,NA,"GO:0030246,GO:0005975,GO:0004553",AT5G63810.1,BGAL10,beta-galactosidase 10,LOC_Os01g65460.1,NA,"beta-galactosidase precursor, putative, expressed",-1229,-8486,1229
Chr05K,56579509,56599509,20001,+,spliceSite,836,63212,Pavir.5KG670700,2.9084441289414937,56589509,Chr05K_56589509,9,9,56590738,56597995,7258,+,41543734,Pavir.5KG670700.2,Pavir.5KG670700.2.p,"PF02140,PF01301","PTHR23421,PTHR23421:SF67",NA,3.2.1.23,NA,"GO:0030246,GO:0005975,GO:0004553",AT5G63810.1,BGAL10,beta-galactosidase 10,LOC_Os01g65460.1,NA,"beta-galactosidase precursor, putative, expressed",-1229,-8486,1229
Chr05K,56579509,56599509,20001,+,spliceSite,836,63213,Pavir.5KG670700,2.9084441289414937,56589509,Chr05K_56589509,9,9,56590738,56597995,7258,+,41543734,Pavir.5KG670700.2,Pavir.5KG670700.2.p,"PF02140,PF01301","PTHR23421,PTHR23421:SF67",NA,3.2.1.23,NA,"GO:0030246,GO:0005975,GO:0004553",AT5G63810.1,BGAL10,beta-galactosidase 10,LOC_Os01g65460.1,NA,"beta-galactosidase precursor, putative, expressed",-1229,-8486,1229
Chr05K,56579509,56599509,20001,+,spliceSite,836,67625,Pavir.5KG670200,2.9084441289414937,56589509,Chr05K_56589509,9,9,56577832,56581160,3329,-,41547249,Pavir.5KG670200.1,Pavir.5KG670200.1.p,PF03031,"PTHR32054,PTHR32054:SF0",KOG1605,3.1.3.16,K17618,NA,AT4G06599.1,NA,ubiquitin family protein,LOC_Os01g65450.2,NA,"ubiquitin-like domain-containing CTD phosphatase 1, putative, expressed",11677,8349,8349
Chr05K,56746957,56766957,20001,+,spliceSite,837,63234,Pavir.5KG673300,2.9283672207802667,56756957,Chr05K_56756957,9,4,56748429,56751775,3347,+,41544819,Pavir.5KG673300.1,Pavir.5KG673300.1.p,PF04616,"PTHR22925,PTHR22925:SF32",NA,3.2.1.145,NA,"GO:0005975,GO:0004553",AT5G67540.1,NA,Arabinanase/levansucrase/invertase,LOC_Os01g65720.1,NA,expressed protein,8528,5182,5182
Chr05K,56746957,56766957,20001,+,spliceSite,837,63235,Pavir.5KG673300,2.9283672207802667,56756957,Chr05K_56756957,9,4,56748429,56751775,3347,+,41544819,Pavir.5KG673300.1,Pavir.5KG673300.1.p,PF04616,"PTHR22925,PTHR22925:SF32",NA,3.2.1.145,NA,"GO:0005975,GO:0004553",AT5G67540.1,NA,Arabinanase/levansucrase/invertase,LOC_Os01g65720.1,NA,expressed protein,8528,5182,5182
Chr05K,56746957,56766957,20001,+,spliceSite,837,63236,Pavir.5KG673500,2.9283672207802667,56756957,Chr05K_56756957,9,4,56756400,56758238,1839,+,41544666,Pavir.5KG673500.1,Pavir.5KG673500.1.p,PF04720,"PTHR31579,PTHR31579:SF14",NA,NA,NA,NA,AT4G14620.1,NA,Protein of unknown function (DUF506) ,LOC_Os01g65740.1,NA,"plant-specific domain TIGR01615 family protein, expressed",557,-1281,557
Chr05K,56746957,56766957,20001,+,spliceSite,837,67644,Pavir.5KG673400,2.9283672207802667,56756957,Chr05K_56756957,9,4,56752044,56754853,2810,-,41544786,Pavir.5KG673400.1,Pavir.5KG673400.1.p,PF00856,"PTHR13271,PTHR13271:SF30",KOG1337,2.1.1.43,K05302,GO:0005515,AT3G56570.1,NA,SET domain-containing protein,LOC_Os01g65730.1,NA,"SET domain containing protein, expressed",4913,2104,2104
Chr05K,56746957,56766957,20001,+,spliceSite,837,67645,Pavir.5KG673400,2.9283672207802667,56756957,Chr05K_56756957,9,4,56752044,56754853,2810,-,41544786,Pavir.5KG673400.1,Pavir.5KG673400.1.p,PF00856,"PTHR13271,PTHR13271:SF30",KOG1337,2.1.1.43,K05302,GO:0005515,AT3G56570.1,NA,SET domain-containing protein,LOC_Os01g65730.1,NA,"SET domain containing protein, expressed",4913,2104,2104
Chr05K,56837275,56857275,20001,+,spliceSite,838,63250,Pavir.5KG674200,2.179626347081731,56847275,Chr05K_56847275,9,4,56839375,56841481,2107,+,41549072,Pavir.5KG674200.1,Pavir.5KG674200.1.p,PF03405,"PTHR31155,PTHR31155:SF3",NA,1.14.19.2,K03921,"GO:0055114,GO:0045300,GO:0006631",AT1G43800.1,NA,Plant stearoyl-acyl-carrier-protein desaturase family protein,LOC_Os01g65830.1,NA,"acyl-desaturase, chloroplast precursor, putative, expressed",7900,5794,5794
Chr05K,56837275,56857275,20001,+,spliceSite,838,67649,Pavir.5KG674300,2.179626347081731,56847275,Chr05K_56847275,9,4,56841480,56843285,1806,-,41544182,Pavir.5KG674300.1,Pavir.5KG674300.1.p,"PF12854,PF13041,PF01535","PTHR24015,PTHR24015:SF422",NA,NA,NA,NA,AT3G21470.1,NA,Pentatricopeptide repeat (PPR-like) superfamily protein,LOC_Os01g65840.1,NA,"pentatricopeptide, putative, expressed",5795,3990,3990
Chr05K,56837275,56857275,20001,+,spliceSite,838,67650,Pavir.5KG674400,2.179626347081731,56847275,Chr05K_56847275,9,4,56843380,56857414,14035,-,41542809,Pavir.5KG674400.1,Pavir.5KG674400.1.p,"PF04851,PF00385,PF00271","PTHR10799,PTHR10799:SF556",KOG0383,3.6.4.12,K11643,"GO:0016787,GO:0005524,GO:0003677",AT2G25170.1,"CHD3,CHR6,GYM,PKL,SSL2",chromatin remodeling factor CHD3 (PICKLE),LOC_Os01g65850.1,NA,"CHD3-type chromatin-remodeling factor PICKLE, putative, expressed",3895,-10139,3895
Chr05K,56837275,56857275,20001,+,spliceSite,838,67651,Pavir.5KG674400,2.179626347081731,56847275,Chr05K_56847275,9,4,56843380,56857414,14035,-,41542809,Pavir.5KG674400.1,Pavir.5KG674400.1.p,"PF04851,PF00385,PF00271","PTHR10799,PTHR10799:SF556",KOG0383,3.6.4.12,K11643,"GO:0016787,GO:0005524,GO:0003677",AT2G25170.1,"CHD3,CHR6,GYM,PKL,SSL2",chromatin remodeling factor CHD3 (PICKLE),LOC_Os01g65850.1,NA,"CHD3-type chromatin-remodeling factor PICKLE, putative, expressed",3895,-10139,3895
Chr05K,56837275,56857275,20001,+,spliceSite,838,67652,Pavir.5KG674400,2.179626347081731,56847275,Chr05K_56847275,9,4,56843380,56857414,14035,-,41542809,Pavir.5KG674400.1,Pavir.5KG674400.1.p,"PF04851,PF00385,PF00271","PTHR10799,PTHR10799:SF556",KOG0383,3.6.4.12,K11643,"GO:0016787,GO:0005524,GO:0003677",AT2G25170.1,"CHD3,CHR6,GYM,PKL,SSL2",chromatin remodeling factor CHD3 (PICKLE),LOC_Os01g65850.1,NA,"CHD3-type chromatin-remodeling factor PICKLE, putative, expressed",3895,-10139,3895
Chr05K,59731501,59751501,20001,+,spliceSite,839,63587,Pavir.5KG743300,2.655991739055663,59741501,Chr05K_59741501,9,9,59732504,59738984,6481,+,41543579,Pavir.5KG743300.1,Pavir.5KG743300.1.p,PF08766,"PTHR13468,PTHR13468:SF6",KOG2266,NA,K17046,NA,AT3G48710.1,NA,DEK domain-containing chromatin associated protein,LOC_Os01g70020.1,NA,"DEK C terminal domain containing protein, expressed",8997,2517,2517
Chr05K,59731501,59751501,20001,+,spliceSite,839,63588,Pavir.5KG743400,2.655991739055663,59741501,Chr05K_59741501,9,9,59739419,59741858,2440,+,41550637,Pavir.5KG743400.1,Pavir.5KG743400.1.p,PF02458,"PTHR31642,PTHR31642:SF55",NA,2.3.1.188,K15400,GO:0016747,AT5G41040.1,NA,HXXXD-type acyl-transferase family protein,LOC_Os11g31090.1,NA,"transferase family protein, putative, expressed",2082,-357,357
Chr05K,59731501,59751501,20001,+,spliceSite,839,63589,Pavir.5KG743400,2.655991739055663,59741501,Chr05K_59741501,9,9,59739419,59741858,2440,+,41550637,Pavir.5KG743400.1,Pavir.5KG743400.1.p,PF02458,"PTHR31642,PTHR31642:SF55",NA,2.3.1.188,K15400,GO:0016747,AT5G41040.1,NA,HXXXD-type acyl-transferase family protein,LOC_Os11g31090.1,NA,"transferase family protein, putative, expressed",2082,-357,357
Chr05K,59731501,59751501,20001,+,spliceSite,839,63590,Pavir.5KG743550,2.655991739055663,59741501,Chr05K_59741501,9,9,59747261,59748269,1009,+,41545856,Pavir.5KG743550.1,Pavir.5KG743550.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5760,-6768,5760
Chr05K,60381880,60401880,20001,+,spliceSite,840,68102,Pavir.5KG755300,2.8336666082252946,60391880,Chr05K_60391880,9,3,60380749,60386437,5689,-,41547403,Pavir.5KG755300.1,Pavir.5KG755300.1.p,"PF13870,PF00635","PTHR10809,PTHR10809:SF45",NA,NA,NA,GO:0005789,AT1G08820.1,VAP27-2,vamp/synaptobrevin-associated protein 27-2,LOC_Os01g71050.1,NA,"MSP domain containing protein, putative, expressed",11131,5443,5443
Chr05K,60381880,60401880,20001,+,spliceSite,840,68103,Pavir.5KG755300,2.8336666082252946,60391880,Chr05K_60391880,9,3,60380749,60386437,5689,-,41547403,Pavir.5KG755300.1,Pavir.5KG755300.1.p,"PF13870,PF00635","PTHR10809,PTHR10809:SF45",NA,NA,NA,GO:0005789,AT1G08820.1,VAP27-2,vamp/synaptobrevin-associated protein 27-2,LOC_Os01g71050.1,NA,"MSP domain containing protein, putative, expressed",11131,5443,5443
Chr05K,60381880,60401880,20001,+,spliceSite,840,68104,Pavir.5KG755300,2.8336666082252946,60391880,Chr05K_60391880,9,3,60380749,60386437,5689,-,41547403,Pavir.5KG755300.1,Pavir.5KG755300.1.p,"PF13870,PF00635","PTHR10809,PTHR10809:SF45",NA,NA,NA,GO:0005789,AT1G08820.1,VAP27-2,vamp/synaptobrevin-associated protein 27-2,LOC_Os01g71050.1,NA,"MSP domain containing protein, putative, expressed",11131,5443,5443
Chr05K,60381880,60401880,20001,+,spliceSite,840,68105,Pavir.5KG755350,2.8336666082252946,60391880,Chr05K_60391880,9,3,60386180,60387005,826,-,41548813,Pavir.5KG755350.1,Pavir.5KG755350.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5700,4875,4875
Chr05K,60381880,60401880,20001,+,spliceSite,840,68106,Pavir.5KG755400,2.8336666082252946,60391880,Chr05K_60391880,9,3,60388961,60390653,1693,-,41545239,Pavir.5KG755400.1,Pavir.5KG755400.1.p,"PF14543,PF14541","PTHR13683,PTHR13683:SF368",KOG1339,3.4.23.12,NA,"GO:0006508,GO:0004190",AT1G03230.1,NA,Eukaryotic aspartyl protease family protein,LOC_Os01g71060.1,NA,"xylanase inhibitor, putative, expressed",2919,1227,1227
Chr05K,60381880,60401880,20001,+,spliceSite,840,68107,Pavir.5KG755501,2.8336666082252946,60391880,Chr05K_60391880,9,3,60393886,60395051,1166,-,41551095,Pavir.5KG755501.1,Pavir.5KG755501.1.p,PF14541,"PTHR13683,PTHR13683:SF368",NA,NA,NA,"GO:0006508,GO:0004190",AT5G48430.1,NA,Eukaryotic aspartyl protease family protein,LOC_Os01g71070.1,NA,"xylanase inhibitor, putative, expressed",-2006,-3171,2006
Chr05K,60381880,60401880,20001,+,spliceSite,840,68108,Pavir.5KG755600,2.8336666082252946,60391880,Chr05K_60391880,9,3,60396898,60398251,1354,-,41548468,Pavir.5KG755600.2,Pavir.5KG755600.2.p,"PF14543,PF14541","PTHR13683,PTHR13683:SF368",KOG1339,NA,NA,"GO:0006508,GO:0004190",AT1G03230.1,NA,Eukaryotic aspartyl protease family protein,LOC_Os01g71080.1,NA,"xylanase inhibitor, putative, expressed",-5018,-6371,5018
Chr05K,60405821,60425821,20001,+,spliceSite,841,63671,Pavir.5KG756100,2.310386448794342,60415821,Chr05K_60415821,9,9,60414225,60415828,1604,+,41546104,Pavir.5KG756100.1,Pavir.5KG756100.1.p,"PF14543,PF14541","PTHR13683,PTHR13683:SF341",KOG1339,3.4.23.12,NA,"GO:0006508,GO:0004190",AT1G03220.1,NA,Eukaryotic aspartyl protease family protein,LOC_Os01g71140.1,NA,"xylanase inhibitor, putative, expressed",1596,-7,7
Chr05K,60405821,60425821,20001,+,spliceSite,841,63672,Pavir.5KG756200,2.310386448794342,60415821,Chr05K_60415821,9,9,60423611,60424700,1090,+,41549277,Pavir.5KG756200.1,Pavir.5KG756200.1.p,NA,"PTHR35725,PTHR35725:SF1",NA,NA,NA,NA,AT2G47930.1,"AGP26,ATAGP26",arabinogalactan protein 26,LOC_Os01g71170.1,NA,"classical arabinogalactan protein 26 precursor, putative, expressed",-7790,-8879,7790
Chr05K,60405821,60425821,20001,+,spliceSite,841,68110,Pavir.5KG755800,2.310386448794342,60415821,Chr05K_60415821,9,9,60405347,60406816,1470,-,41550236,Pavir.5KG755800.1,Pavir.5KG755800.1.p,"PF14543,PF14541","PTHR13683,PTHR13683:SF289",KOG1339,NA,NA,"GO:0006508,GO:0004190",AT1G03230.1,NA,Eukaryotic aspartyl protease family protein,LOC_Os01g71090.1,NA,"xylanase inhibitor, putative, expressed",10474,9005,9005
Chr05K,60593948,60613948,20001,*,intergenic,842,NA,NA,3.5280212991847844,60603948,Chr05K_60603948,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chr05K,60594297,60614297,20001,*,intergenic,843,NA,NA,5.142453592833538,60604297,Chr05K_60604297,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chr05K,61770404,61790404,20001,+,spliceSite,844,63808,Pavir.5KG774800,2.1582299711637765,61780404,Chr05K_61780404,9,4,61771747,61772282,536,+,41548765,Pavir.5KG774800.1,Pavir.5KG774800.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,LOC_Os02g03480.2,NA,"THION24 - Plant thionin family protein precursor, expressed",8657,8122,8122
Chr05K,61770404,61790404,20001,+,spliceSite,844,63809,Pavir.5KG775000,2.1582299711637765,61780404,Chr05K_61780404,9,4,61785771,61791039,5269,+,41550758,Pavir.5KG775000.1,Pavir.5KG775000.1.p,"PF01363,PF13713,PF08381,PF00415","PTHR22870,PTHR22870:SF199",KOG1427,NA,NA,GO:0046872,AT5G42140.1,NA,Regulator of chromosome condensation (RCC1) family with FYVE zinc finger domain,LOC_Os01g73410.1,NA,"FYVE zinc finger domain containing protein, expressed",-5367,-10635,5367
Chr05K,61770404,61790404,20001,+,spliceSite,844,63810,Pavir.5KG775000,2.1582299711637765,61780404,Chr05K_61780404,9,4,61785771,61791039,5269,+,41550758,Pavir.5KG775000.1,Pavir.5KG775000.1.p,"PF01363,PF13713,PF08381,PF00415","PTHR22870,PTHR22870:SF199",KOG1427,NA,NA,GO:0046872,AT5G42140.1,NA,Regulator of chromosome condensation (RCC1) family with FYVE zinc finger domain,LOC_Os01g73410.1,NA,"FYVE zinc finger domain containing protein, expressed",-5367,-10635,5367
Chr05K,61770404,61790404,20001,+,spliceSite,844,63811,Pavir.5KG775000,2.1582299711637765,61780404,Chr05K_61780404,9,4,61785771,61791039,5269,+,41550758,Pavir.5KG775000.1,Pavir.5KG775000.1.p,"PF01363,PF13713,PF08381,PF00415","PTHR22870,PTHR22870:SF199",KOG1427,NA,NA,GO:0046872,AT5G42140.1,NA,Regulator of chromosome condensation (RCC1) family with FYVE zinc finger domain,LOC_Os01g73410.1,NA,"FYVE zinc finger domain containing protein, expressed",-5367,-10635,5367
Chr05K,61770404,61790404,20001,+,spliceSite,844,63812,Pavir.5KG775000,2.1582299711637765,61780404,Chr05K_61780404,9,4,61785771,61791039,5269,+,41550758,Pavir.5KG775000.1,Pavir.5KG775000.1.p,"PF01363,PF13713,PF08381,PF00415","PTHR22870,PTHR22870:SF199",KOG1427,NA,NA,GO:0046872,AT5G42140.1,NA,Regulator of chromosome condensation (RCC1) family with FYVE zinc finger domain,LOC_Os01g73410.1,NA,"FYVE zinc finger domain containing protein, expressed",-5367,-10635,5367
Chr05K,61770404,61790404,20001,+,spliceSite,844,63813,Pavir.5KG775000,2.1582299711637765,61780404,Chr05K_61780404,9,4,61785771,61791039,5269,+,41550758,Pavir.5KG775000.1,Pavir.5KG775000.1.p,"PF01363,PF13713,PF08381,PF00415","PTHR22870,PTHR22870:SF199",KOG1427,NA,NA,GO:0046872,AT5G42140.1,NA,Regulator of chromosome condensation (RCC1) family with FYVE zinc finger domain,LOC_Os01g73410.1,NA,"FYVE zinc finger domain containing protein, expressed",-5367,-10635,5367
Chr05K,61770404,61790404,20001,+,spliceSite,844,63814,Pavir.5KG775000,2.1582299711637765,61780404,Chr05K_61780404,9,4,61785771,61791039,5269,+,41550758,Pavir.5KG775000.1,Pavir.5KG775000.1.p,"PF01363,PF13713,PF08381,PF00415","PTHR22870,PTHR22870:SF199",KOG1427,NA,NA,GO:0046872,AT5G42140.1,NA,Regulator of chromosome condensation (RCC1) family with FYVE zinc finger domain,LOC_Os01g73410.1,NA,"FYVE zinc finger domain containing protein, expressed",-5367,-10635,5367
Chr05K,61914129,61934129,20001,+,spliceSite,845,63853,Pavir.5KG777500,2.174303500272963,61924129,Chr05K_61924129,9,9,61911432,61916155,4724,+,41548680,Pavir.5KG777500.1,Pavir.5KG777500.1.p,PF01652,PTHR11960,KOG1670,NA,K03259,"GO:0006413,GO:0005737,GO:0003743,GO:0003723",AT4G18040.1,"AT.EIF4E1,CUM1,EIF4E,eIF4E1",eukaryotic translation initiation factor 4E,LOC_Os01g73880.1,NA,"eukaryotic translation initiation factor, putative, expressed",12697,7974,7974
Chr05K,61914129,61934129,20001,+,spliceSite,845,63854,Pavir.5KG777700,2.174303500272963,61924129,Chr05K_61924129,9,9,61923695,61924277,583,+,41549293,Pavir.5KG777700.1,Pavir.5KG777700.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,LOC_Os01g73940.1,NA,expressed protein,434,-148,148
Chr05K,61914129,61934129,20001,+,spliceSite,845,63855,Pavir.5KG777901,2.174303500272963,61924129,Chr05K_61924129,9,9,61928494,61929518,1025,+,41551078,Pavir.5KG777901.1,Pavir.5KG777901.1.p,NA,"PTHR19446,PTHR19446:SF355",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4365,-5389,4365
Chr05K,61914129,61934129,20001,+,spliceSite,845,68233,Pavir.5KG777600,2.174303500272963,61924129,Chr05K_61924129,9,9,61914579,61915802,1224,-,41548123,Pavir.5KG777600.1,Pavir.5KG777600.1.p,PF03552,"PTHR13301,PTHR13301:SF41",NA,2.4.1.12,NA,"GO:0030244,GO:0016760,GO:0016020",AT4G23990.1,"ATCSLG3,CSLG3",cellulose synthase like G3,LOC_Os05g08370.1,NA,"CESA1 - cellulose synthase, expressed",9550,8327,8327
Chr05K,61914129,61934129,20001,+,spliceSite,845,68234,Pavir.5KG777801,2.174303500272963,61924129,Chr05K_61924129,9,9,61917614,61920395,2782,-,41544805,Pavir.5KG777801.1,Pavir.5KG777801.1.p,NA,"PTHR11075,PTHR11075:SF9",NA,NA,NA,NA,AT3G62910.1,APG3,Peptide chain release factor 1,LOC_Os11g43600.1,NA,"peptide chain release factor protein, putative, expressed",6515,3734,3734
Chr05K,61914129,61934129,20001,+,spliceSite,845,68235,Pavir.5KG778000,2.174303500272963,61924129,Chr05K_61924129,9,9,61922313,61932102,9790,-,41543037,Pavir.5KG778000.1,Pavir.5KG778000.1.p,"PF12854,PF01535","PTHR24015,PTHR24015:SF795",NA,NA,NA,NA,AT3G48250.1,NA,Pentatricopeptide repeat (PPR) superfamily protein,LOC_Os01g73950.2,NA,"PPR repeat containing protein, expressed",1816,-7973,1816
Chr05K,61914129,61934129,20001,+,spliceSite,845,68236,Pavir.5KG778000,2.174303500272963,61924129,Chr05K_61924129,9,9,61922313,61932102,9790,-,41543037,Pavir.5KG778000.1,Pavir.5KG778000.1.p,"PF12854,PF01535","PTHR24015,PTHR24015:SF795",NA,NA,NA,NA,AT3G48250.1,NA,Pentatricopeptide repeat (PPR) superfamily protein,LOC_Os01g73950.2,NA,"PPR repeat containing protein, expressed",1816,-7973,1816
