CHR,region_start,region_end,width,region_strand,Annotation,QUERYID,TXID,Gene ID,sum_log10BF,log10BF_PA,POS,marker.ID,CHRN,NumSigCond_PA,log10BF_PGS,NumSigCond_PGS,log10BF_KA,NumSigCond_KA,log10BF_KGS,NumSigCond_KGS,gene_start,gene_end,gene_width,gene_strand,pacId,transcriptName,peptideName,Pfam,Panther Categories,KOG,ec,KO,GO,Arabidopsis thaliana homolog,A. thaliana gene name,A. thaliana gene annotation,Rice homolog,Rice gene name,Rice gene annotation,d2_start,d2_end,distance from gene
Chr06N,10526776,10546776,20001,-,spliceSite,514,82603,Pavir.6NG067900,8.53695255,2.117916822,10536776,Chr06N_10536776,12,9,1.542804908,9,2.519763144,9,2.356467676,9,10528029,10543598,15570,+,41578094,Pavir.6NG067900.1,Pavir.6NG067900.1.p,"PF01419,PF00069","PTHR27002,PTHR27002:SF153",KOG1187,2.7.11.1,K04730,"GO:0006468,GO:0005524,GO:0004672",AT4G21410.1,CRK29,cysteine-rich RLK (RECEPTOR-like protein kinase) 29,LOC_Os11g39490.1,NA,"jacalin-like lectin domain containing protein, expressed",8747,-6822,6822
Chr06N,10526776,10546776,20001,-,spliceSite,514,82604,Pavir.6NG067900,8.53695255,2.117916822,10536776,Chr06N_10536776,12,9,1.542804908,9,2.519763144,9,2.356467676,9,10528029,10543598,15570,+,41578094,Pavir.6NG067900.1,Pavir.6NG067900.1.p,"PF01419,PF00069","PTHR27002,PTHR27002:SF153",KOG1187,2.7.11.1,K04730,"GO:0006468,GO:0005524,GO:0004672",AT4G21410.1,CRK29,cysteine-rich RLK (RECEPTOR-like protein kinase) 29,LOC_Os11g39490.1,NA,"jacalin-like lectin domain containing protein, expressed",8747,-6822,6822
Chr06N,10526776,10546776,20001,-,spliceSite,514,82605,Pavir.6NG067900,8.53695255,2.117916822,10536776,Chr06N_10536776,12,9,1.542804908,9,2.519763144,9,2.356467676,9,10528029,10543598,15570,+,41578094,Pavir.6NG067900.1,Pavir.6NG067900.1.p,"PF01419,PF00069","PTHR27002,PTHR27002:SF153",KOG1187,2.7.11.1,K04730,"GO:0006468,GO:0005524,GO:0004672",AT4G21410.1,CRK29,cysteine-rich RLK (RECEPTOR-like protein kinase) 29,LOC_Os11g39490.1,NA,"jacalin-like lectin domain containing protein, expressed",8747,-6822,6822
Chr01N,44454284,44474284,20001,+,spliceSite,67,13102,Pavir.1NG296219,8.535942072,1.695206346,44464284,Chr01N_44464284,2,9,1.382522612,9,2.314788473,9,3.143424641,9,44462621,44464189,1569,-,41585250,Pavir.1NG296219.1,Pavir.1NG296219.1.p,NA,NA,NA,2.7.7.13,NA,NA,NA,NA,NA,NA,NA,NA,1663,95,95
Chr01N,44454284,44474284,20001,+,spliceSite,67,9367,Pavir.1NG296200,8.535942072,1.695206346,44464284,Chr01N_44464284,2,9,1.382522612,9,2.314788473,9,3.143424641,9,44461163,44462686,1524,+,41587918,Pavir.1NG296200.1,Pavir.1NG296200.1.p,NA,NA,NA,2.4.1.5,NA,NA,NA,NA,NA,LOC_Os02g33780.1,NA,"serine-aspartate repeat-containing protein I precursor, putative, expressed",3121,1598,1598
Chr01N,44454284,44474284,20001,+,spliceSite,67,9368,Pavir.1NG296200,8.535942072,1.695206346,44464284,Chr01N_44464284,2,9,1.382522612,9,2.314788473,9,3.143424641,9,44461163,44462686,1524,+,41587918,Pavir.1NG296200.1,Pavir.1NG296200.1.p,NA,NA,NA,2.4.1.5,NA,NA,NA,NA,NA,LOC_Os02g33780.1,NA,"serine-aspartate repeat-containing protein I precursor, putative, expressed",3121,1598,1598
Chr08N,47091124,47111124,20001,+,spliceSite,665,107116,Pavir.8NG326300,8.526023028,2.193490241,47101124,Chr08N_47101124,16,9,1.62142561,9,2.452305233,9,2.258801944,9,47096109,47100127,4019,-,41632553,Pavir.8NG326300.1,Pavir.8NG326300.1.p,PF00225,"PTHR24115,PTHR24115:SF528",KOG4280,3.6.4.5,K10406,"GO:0008017,GO:0007018,GO:0005524,GO:0003777,GO:0005871",AT5G27950.1,NA,P-loop containing nucleoside triphosphate hydrolases superfamily protein,LOC_Os11g42800.1,NA,"kinesin motor domain containing protein, putative, expressed",5015,997,997
Chr08N,47091124,47111124,20001,+,spliceSite,665,107117,Pavir.8NG326300,8.526023028,2.193490241,47101124,Chr08N_47101124,16,9,1.62142561,9,2.452305233,9,2.258801944,9,47096109,47100127,4019,-,41632553,Pavir.8NG326300.1,Pavir.8NG326300.1.p,PF00225,"PTHR24115,PTHR24115:SF528",KOG4280,3.6.4.5,K10406,"GO:0008017,GO:0007018,GO:0005524,GO:0003777,GO:0005871",AT5G27950.1,NA,P-loop containing nucleoside triphosphate hydrolases superfamily protein,LOC_Os11g42800.1,NA,"kinesin motor domain containing protein, putative, expressed",5015,997,997
Chr08N,47091124,47111124,20001,+,spliceSite,665,107118,Pavir.8NG326300,8.526023028,2.193490241,47101124,Chr08N_47101124,16,9,1.62142561,9,2.452305233,9,2.258801944,9,47096109,47100127,4019,-,41632553,Pavir.8NG326300.1,Pavir.8NG326300.1.p,PF00225,"PTHR24115,PTHR24115:SF528",KOG4280,3.6.4.5,K10406,"GO:0008017,GO:0007018,GO:0005524,GO:0003777,GO:0005871",AT5G27950.1,NA,P-loop containing nucleoside triphosphate hydrolases superfamily protein,LOC_Os11g42800.1,NA,"kinesin motor domain containing protein, putative, expressed",5015,997,997
Chr08N,47091124,47111124,20001,+,spliceSite,665,107119,Pavir.8NG326300,8.526023028,2.193490241,47101124,Chr08N_47101124,16,9,1.62142561,9,2.452305233,9,2.258801944,9,47096109,47100127,4019,-,41632553,Pavir.8NG326300.1,Pavir.8NG326300.1.p,PF00225,"PTHR24115,PTHR24115:SF528",KOG4280,3.6.4.5,K10406,"GO:0008017,GO:0007018,GO:0005524,GO:0003777,GO:0005871",AT5G27950.1,NA,P-loop containing nucleoside triphosphate hydrolases superfamily protein,LOC_Os11g42800.1,NA,"kinesin motor domain containing protein, putative, expressed",5015,997,997
Chr08N,47091124,47111124,20001,+,spliceSite,665,107120,Pavir.8NG326300,8.526023028,2.193490241,47101124,Chr08N_47101124,16,9,1.62142561,9,2.452305233,9,2.258801944,9,47096109,47100127,4019,-,41632553,Pavir.8NG326300.1,Pavir.8NG326300.1.p,PF00225,"PTHR24115,PTHR24115:SF528",KOG4280,3.6.4.5,K10406,"GO:0008017,GO:0007018,GO:0005524,GO:0003777,GO:0005871",AT5G27950.1,NA,P-loop containing nucleoside triphosphate hydrolases superfamily protein,LOC_Os11g42800.1,NA,"kinesin motor domain containing protein, putative, expressed",5015,997,997
Chr04N,37027057,37047057,20001,*,intergenic,364,NA,NA,8.524682719,1.669862754,37037057,Chr04N_37037057,8,9,1.602267433,9,2.631602779,9,2.620949753,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chr08N,50300074,50320074,20001,+,spliceSite,668,105243,Pavir.8NG306872,8.522517414,1.800996771,50310074,Chr08N_50310074,16,9,2.883889938,9,1.660429933,9,2.177200772,9,50300657,50302112,1456,+,41631121,Pavir.8NG306872.1,Pavir.8NG306872.1.p,PF07762,"PTHR33074,PTHR33074:SF3",NA,NA,NA,NA,NA,NA,NA,LOC_Os12g39880.1,NA,expressed protein,9417,7962,7962
Chr09K,11624568,11644568,20001,+,spliceSite,674,108481,Pavir.9KG045900,8.521173315,1.343805886,11634568,Chr09K_11634568,17,9,2.233199469,9,1.519884722,9,3.424283238,9,11622146,11629690,7545,+,41597818,Pavir.9KG045900.1,Pavir.9KG045900.1.p,PF02586,"PTHR13604,PTHR13604:SF0",KOG2618,NA,NA,NA,AT2G26470.1,NA,NA,LOC_Os06g27650.1,NA,expressed protein,12422,4878,4878
Chr09K,11624568,11644568,20001,+,spliceSite,674,108482,Pavir.9KG045900,8.521173315,1.343805886,11634568,Chr09K_11634568,17,9,2.233199469,9,1.519884722,9,3.424283238,9,11622146,11629690,7545,+,41597818,Pavir.9KG045900.1,Pavir.9KG045900.1.p,PF02586,"PTHR13604,PTHR13604:SF0",KOG2618,NA,NA,NA,AT2G26470.1,NA,NA,LOC_Os06g27650.1,NA,expressed protein,12422,4878,4878
Chr09K,11624568,11644568,20001,+,spliceSite,674,108483,Pavir.9KG045900,8.521173315,1.343805886,11634568,Chr09K_11634568,17,9,2.233199469,9,1.519884722,9,3.424283238,9,11622146,11629690,7545,+,41597818,Pavir.9KG045900.1,Pavir.9KG045900.1.p,PF02586,"PTHR13604,PTHR13604:SF0",KOG2618,NA,NA,NA,AT2G26470.1,NA,NA,LOC_Os06g27650.1,NA,expressed protein,12422,4878,4878
Chr09K,11624568,11644568,20001,+,spliceSite,674,114233,Pavir.9KG046000,8.521173315,1.343805886,11634568,Chr09K_11634568,17,9,2.233199469,9,1.519884722,9,3.424283238,9,11634746,11638638,3893,-,41603550,Pavir.9KG046000.2,Pavir.9KG046000.2.p,"PF13499,PF07714","PTHR24349,PTHR24349:SF167",KOG0032,2.7.11.1,K13412,"GO:0006468,GO:0004672",AT1G74740.1,"ATCPK30,CDPK1A,CPK30",calcium-dependent protein kinase 30,LOC_Os03g48270.1,NA,"CAMK_CAMK_like.21 - CAMK includes calcium/calmodulin depedent protein kinases, expressed",-178,-4070,178
Chr09K,11624568,11644568,20001,+,spliceSite,674,114234,Pavir.9KG046100,8.521173315,1.343805886,11634568,Chr09K_11634568,17,9,2.233199469,9,1.519884722,9,3.424283238,9,11640596,11645760,5165,-,41599295,Pavir.9KG046100.1,Pavir.9KG046100.1.p,NA,"PTHR37736,PTHR37736:SF1",NA,NA,NA,NA,AT1G27090.1,NA,glycine-rich protein,LOC_Os03g48260.1,NA,expressed protein,-6028,-11192,6028
Chr06K,31437292,31457292,20001,-,spliceSite,494,78356,Pavir.6KG262006,8.518927314,2.279993468,31447292,Chr06K_31447292,11,9,2.183601912,9,1.7690511,9,2.286280834,9,31438416,31444230,5815,+,41671055,Pavir.6KG262006.1,Pavir.6KG262006.1.p,PF00293,"PTHR12992,PTHR12992:SF9",KOG3069,NA,NA,GO:0016787,AT1G28960.3,"ATNUDT15,ATNUDX15,NUDX15",nudix hydrolase homolog 15,LOC_Os08g28860.1,NA,"hydrolase, NUDIX family, domain containing protein, expressed",8876,3062,3062
Chr06K,31437292,31457292,20001,-,spliceSite,494,78358,Pavir.6KG261600,8.518927314,2.279993468,31447292,Chr06K_31447292,11,9,2.183601912,9,1.7690511,9,2.286280834,9,31448071,31453606,5536,+,41667560,Pavir.6KG261600.1,Pavir.6KG261600.1.p,PF00293,"PTHR12992,PTHR12992:SF9",KOG3069,NA,NA,GO:0016787,AT1G28960.5,"ATNUDT15,ATNUDX15,NUDX15",nudix hydrolase homolog 15,LOC_Os08g28840.1,NA,"hydrolase, NUDIX family, domain containing protein, expressed",-779,-6314,779
Chr06K,31437292,31457292,20001,-,spliceSite,494,80853,Pavir.6KG262000,8.518927314,2.279993468,31447292,Chr06K_31447292,11,9,2.183601912,9,1.7690511,9,2.286280834,9,31434420,31437294,2875,-,41670786,Pavir.6KG262000.1,Pavir.6KG262000.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12872,9998,9998
Chr02K,47223856,47243856,20001,+,spliceSite,140,21442,Pavir.2KG348153,8.513510933,2.776600127,47233856,Chr02K_47233856,3,9,1.458748259,9,2.303097224,9,1.975065323,9,47229137,47232742,3606,-,41654035,Pavir.2KG348153.1,Pavir.2KG348153.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4719,1114,1114
Chr08K,30469932,30489932,20001,*,intergenic,609,NA,NA,8.489141746,1.938654988,30479932,Chr08K_30479932,15,9,1.443249949,9,1.99047345,9,3.116763359,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chr03N,9755061,9775061,20001,-,spliceSite,281,41174,Pavir.3NG196991,8.475877947,2.196393331,9765061,Chr03N_9765061,6,9,2.346493181,9,1.648818426,9,2.284173009,9,9759773,9760673,901,+,41664139,Pavir.3NG196991.1,Pavir.3NG196991.1.p,PF00043,"PTHR11260,PTHR11260:SF188",KOG0867,2.5.1.18,NA,NA,AT3G62760.1,ATGSTF13,Glutathione S-transferase family protein,LOC_Os01g27210.1,NA,"glutathione S-transferase, putative, expressed",5288,4388,4388
Chr03N,9755061,9775061,20001,-,spliceSite,281,41175,Pavir.3NG197340,8.475877947,2.196393331,9765061,Chr03N_9765061,6,9,2.346493181,9,1.648818426,9,2.284173009,9,9762193,9763608,1416,+,41659267,Pavir.3NG197340.1,Pavir.3NG197340.1.p,"PF02798,PF00043","PTHR11260,PTHR11260:SF211",KOG0867,2.5.1.18,K00799,GO:0005515,AT3G62760.1,ATGSTF13,Glutathione S-transferase family protein,LOC_Os05g05620.1,NA,"glutathione S-transferase, putative, expressed",2868,1453,1453
Chr03N,9755061,9775061,20001,-,spliceSite,281,41176,Pavir.3NG197340,8.475877947,2.196393331,9765061,Chr03N_9765061,6,9,2.346493181,9,1.648818426,9,2.284173009,9,9762193,9763608,1416,+,41659267,Pavir.3NG197340.1,Pavir.3NG197340.1.p,"PF02798,PF00043","PTHR11260,PTHR11260:SF211",KOG0867,2.5.1.18,K00799,GO:0005515,AT3G62760.1,ATGSTF13,Glutathione S-transferase family protein,LOC_Os05g05620.1,NA,"glutathione S-transferase, putative, expressed",2868,1453,1453
Chr03N,9755061,9775061,20001,-,spliceSite,281,41177,Pavir.3NG198038,8.475877947,2.196393331,9765061,Chr03N_9765061,6,9,2.346493181,9,1.648818426,9,2.284173009,9,9768872,9769826,955,+,41665615,Pavir.3NG198038.1,Pavir.3NG198038.1.p,NA,"PTHR31704,PTHR31704:SF25",NA,NA,NA,NA,NA,NA,NA,LOC_Os11g33260.1,NA,"retrotransposon protein, putative, unclassified, expressed",-3811,-4765,3811
Chr03N,9755061,9775061,20001,-,spliceSite,281,45333,Pavir.3NG197689,8.475877947,2.196393331,9765061,Chr03N_9765061,6,9,2.346493181,9,1.648818426,9,2.284173009,9,9765469,9766216,748,-,41661330,Pavir.3NG197689.1,Pavir.3NG197689.1.p,PF00168,"PTHR32246,PTHR32246:SF23",NA,NA,NA,GO:0005515,AT3G16510.1,NA,Calcium-dependent lipid-binding (CaLB domain) family protein,LOC_Os05g05650.1,NA,"C2 domain containing protein, putative, expressed",-408,-1155,408
Chr03N,9755061,9775061,20001,-,spliceSite,281,45334,Pavir.3NG198387,8.475877947,2.196393331,9765061,Chr03N_9765061,6,9,2.346493181,9,1.648818426,9,2.284173009,9,9770677,9771323,647,-,41664857,Pavir.3NG198387.1,Pavir.3NG198387.1.p,NA,"PTHR35163,PTHR35163:SF1",NA,NA,NA,NA,NA,NA,NA,LOC_Os05g04390.1,NA,expressed protein,-5616,-6262,5616
Chr07N,42692001,42712001,20001,-,spliceSite,580,94829,Pavir.7NG306800,8.457177519,1.949312633,42702001,Chr07N_42702001,14,9,1.662810281,9,2.083603981,9,2.761450624,9,42690214,42698351,8138,+,41625387,Pavir.7NG306800.1,Pavir.7NG306800.1.p,"PF14226,PF03171","PTHR10209,PTHR10209:SF192",KOG0143,1.14.11.9,NA,"GO:0055114,GO:0016491",AT5G24530.1,DMR6,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein,LOC_Os04g49194.1,NA,"naringenin,2-oxoglutarate 3-dioxygenase, putative, expressed",11787,3650,3650
Chr07N,42692001,42712001,20001,-,spliceSite,580,94830,Pavir.7NG306800,8.457177519,1.949312633,42702001,Chr07N_42702001,14,9,1.662810281,9,2.083603981,9,2.761450624,9,42690214,42698351,8138,+,41625387,Pavir.7NG306800.1,Pavir.7NG306800.1.p,"PF14226,PF03171","PTHR10209,PTHR10209:SF192",KOG0143,1.14.11.9,NA,"GO:0055114,GO:0016491",AT5G24530.1,DMR6,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein,LOC_Os04g49194.1,NA,"naringenin,2-oxoglutarate 3-dioxygenase, putative, expressed",11787,3650,3650
Chr07N,42692001,42712001,20001,-,spliceSite,580,94831,Pavir.7NG306800,8.457177519,1.949312633,42702001,Chr07N_42702001,14,9,1.662810281,9,2.083603981,9,2.761450624,9,42690214,42698351,8138,+,41625387,Pavir.7NG306800.1,Pavir.7NG306800.1.p,"PF14226,PF03171","PTHR10209,PTHR10209:SF192",KOG0143,1.14.11.9,NA,"GO:0055114,GO:0016491",AT5G24530.1,DMR6,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein,LOC_Os04g49194.1,NA,"naringenin,2-oxoglutarate 3-dioxygenase, putative, expressed",11787,3650,3650
Chr07N,42692001,42712001,20001,-,spliceSite,580,97553,Pavir.7NG306824,8.457177519,1.949312633,42702001,Chr07N_42702001,14,9,1.662810281,9,2.083603981,9,2.761450624,9,42698469,42701365,2897,-,41625645,Pavir.7NG306824.1,Pavir.7NG306824.1.p,"PF14226,PF03171","PTHR10209,PTHR10209:SF196",KOG0143,1.14.11.9,NA,"GO:0055114,GO:0016491",AT4G10500.1,NA,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein,LOC_Os04g49210.1,NA,"naringenin,2-oxoglutarate 3-dioxygenase, putative, expressed",3532,636,636
Chr02K,32791159,32811159,20001,*,intergenic,122,NA,NA,8.456312927,1.796998187,32801159,Chr02K_32801159,3,9,1.965182977,9,2.056384812,9,2.637746951,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chr08K,21760324,21780324,20001,-,spliceSite,603,101932,Pavir.8KG168100,8.456267776,2.235730494,21770324,Chr08K_21770324,15,9,1.60309813,9,2.25489715,9,2.362542002,9,21762381,21764659,2279,-,41640068,Pavir.8KG168100.1,Pavir.8KG168100.1.p,PF02458,"PTHR31642,PTHR31642:SF9",NA,2.3.1.196,NA,GO:0016747,AT5G17540.1,NA,HXXXD-type acyl-transferase family protein,LOC_Os10g35950.1,NA,"transferase family protein, putative, expressed",7943,5665,5665
Chr01N,13207719,13227719,20001,+,spliceSite,53,12328,Pavir.1NG141338,8.454359714,1.965597166,13217719,Chr01N_13217719,2,9,1.893749588,9,1.941534602,9,2.653478358,9,13225854,13226433,580,-,41583573,Pavir.1NG141338.1,Pavir.1NG141338.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8135,-8714,8135
Chr05K,47178540,47198540,20001,+,spliceSite,409,62196,Pavir.5KG520100,8.448613567,1.823723474,47188540,Chr05K_47188540,9,8,2.337104528,9,1.910254737,8,2.377530828,9,47184760,47190136,5377,+,41544938,Pavir.5KG520100.2,Pavir.5KG520100.2.p,NA,PTHR36806,NA,NA,NA,NA,AT5G45660.1,NA,NA,LOC_Os01g52760.1,NA,expressed protein,3780,-1596,1596
Chr05K,47178540,47198540,20001,+,spliceSite,409,62197,Pavir.5KG520100,8.448613567,1.823723474,47188540,Chr05K_47188540,9,8,2.337104528,9,1.910254737,8,2.377530828,9,47184760,47190136,5377,+,41544938,Pavir.5KG520100.2,Pavir.5KG520100.2.p,NA,PTHR36806,NA,NA,NA,NA,AT5G45660.1,NA,NA,LOC_Os01g52760.1,NA,expressed protein,3780,-1596,1596
Chr05K,47178540,47198540,20001,+,spliceSite,409,62198,Pavir.5KG520200,8.448613567,1.823723474,47188540,Chr05K_47188540,9,8,2.337104528,9,1.910254737,8,2.377530828,9,47192311,47194835,2525,+,41542571,Pavir.5KG520200.1,Pavir.5KG520200.1.p,PF00657,"PTHR22835,PTHR22835:SF202",NA,3.1.1.3,NA,GO:0016788,AT5G45670.1,NA,GDSL-like Lipase/Acylhydrolase superfamily protein,LOC_Os01g52770.1,NA,"GDSL-like lipase/acylhydrolase, putative, expressed",-3771,-6295,3771
Chr05K,47178540,47198540,20001,+,spliceSite,409,62199,Pavir.5KG520200,8.448613567,1.823723474,47188540,Chr05K_47188540,9,8,2.337104528,9,1.910254737,8,2.377530828,9,47192311,47194835,2525,+,41542571,Pavir.5KG520200.1,Pavir.5KG520200.1.p,PF00657,"PTHR22835,PTHR22835:SF202",NA,3.1.1.3,NA,GO:0016788,AT5G45670.1,NA,GDSL-like Lipase/Acylhydrolase superfamily protein,LOC_Os01g52770.1,NA,"GDSL-like lipase/acylhydrolase, putative, expressed",-3771,-6295,3771
Chr05K,47178540,47198540,20001,+,spliceSite,409,62200,Pavir.5KG520200,8.448613567,1.823723474,47188540,Chr05K_47188540,9,8,2.337104528,9,1.910254737,8,2.377530828,9,47192311,47194835,2525,+,41542571,Pavir.5KG520200.1,Pavir.5KG520200.1.p,PF00657,"PTHR22835,PTHR22835:SF202",NA,3.1.1.3,NA,GO:0016788,AT5G45670.1,NA,GDSL-like Lipase/Acylhydrolase superfamily protein,LOC_Os01g52770.1,NA,"GDSL-like lipase/acylhydrolase, putative, expressed",-3771,-6295,3771
Chr05K,47178540,47198540,20001,+,spliceSite,409,66777,Pavir.5KG520300,8.448613567,1.823723474,47188540,Chr05K_47188540,9,8,2.337104528,9,1.910254737,8,2.377530828,9,47194789,47196147,1359,-,41544110,Pavir.5KG520300.2,Pavir.5KG520300.2.p,PF03134,"PTHR12300,PTHR12300:SF27",NA,NA,K17279,NA,AT2G42820.1,HVA22F,HVA22-like protein F,LOC_Os01g52780.1,NA,"HVA22, putative, expressed",-6249,-7607,6249
Chr05K,47178540,47198540,20001,+,spliceSite,409,66778,Pavir.5KG520400,8.448613567,1.823723474,47188540,Chr05K_47188540,9,8,2.337104528,9,1.910254737,8,2.377530828,9,47196719,47201157,4439,-,41543363,Pavir.5KG520400.1,Pavir.5KG520400.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,LOC_Os01g52780.1,NA,"HVA22, putative, expressed",-8179,-12617,8179
Chr05K,47178540,47198540,20001,+,spliceSite,409,66779,Pavir.5KG520400,8.448613567,1.823723474,47188540,Chr05K_47188540,9,8,2.337104528,9,1.910254737,8,2.377530828,9,47196719,47201157,4439,-,41543363,Pavir.5KG520400.1,Pavir.5KG520400.1.p,NA,NA,NA,NA,NA,NA,NA,NA,NA,LOC_Os01g52780.1,NA,"HVA22, putative, expressed",-8179,-12617,8179
Chr02K,64163798,64183798,20001,+,spliceSite,160,18833,Pavir.2KG552300,8.447724783,1.51614894,64173798,Chr02K_64173798,3,9,2.719017104,9,1.390897999,9,2.82166074,9,64178135,64183161,5027,+,41658437,Pavir.2KG552300.1,Pavir.2KG552300.1.p,"PF08263,PF13855,PF07714","PTHR27001,PTHR27001:SF198",KOG1187,2.7.11.1,NA,"GO:0005515,GO:0006468,GO:0004672",AT3G14350.1,SRF7,STRUBBELIG-receptor family 7,LOC_Os07g42626.1,NA,"STRUBBELIG-RECEPTOR FAMILY 6 precursor, putative, expressed",-4337,-9363,4337
Chr02K,64163798,64183798,20001,+,spliceSite,160,18834,Pavir.2KG552300,8.447724783,1.51614894,64173798,Chr02K_64173798,3,9,2.719017104,9,1.390897999,9,2.82166074,9,64178135,64183161,5027,+,41658437,Pavir.2KG552300.1,Pavir.2KG552300.1.p,"PF08263,PF13855,PF07714","PTHR27001,PTHR27001:SF198",KOG1187,2.7.11.1,NA,"GO:0005515,GO:0006468,GO:0004672",AT3G14350.1,SRF7,STRUBBELIG-receptor family 7,LOC_Os07g42626.1,NA,"STRUBBELIG-RECEPTOR FAMILY 6 precursor, putative, expressed",-4337,-9363,4337
Chr02K,64163798,64183798,20001,+,spliceSite,160,18835,Pavir.2KG552300,8.447724783,1.51614894,64173798,Chr02K_64173798,3,9,2.719017104,9,1.390897999,9,2.82166074,9,64178135,64183161,5027,+,41658437,Pavir.2KG552300.1,Pavir.2KG552300.1.p,"PF08263,PF13855,PF07714","PTHR27001,PTHR27001:SF198",KOG1187,2.7.11.1,NA,"GO:0005515,GO:0006468,GO:0004672",AT3G14350.1,SRF7,STRUBBELIG-receptor family 7,LOC_Os07g42626.1,NA,"STRUBBELIG-RECEPTOR FAMILY 6 precursor, putative, expressed",-4337,-9363,4337
Chr02K,64163798,64183798,20001,+,spliceSite,160,18836,Pavir.2KG552300,8.447724783,1.51614894,64173798,Chr02K_64173798,3,9,2.719017104,9,1.390897999,9,2.82166074,9,64178135,64183161,5027,+,41658437,Pavir.2KG552300.1,Pavir.2KG552300.1.p,"PF08263,PF13855,PF07714","PTHR27001,PTHR27001:SF198",KOG1187,2.7.11.1,NA,"GO:0005515,GO:0006468,GO:0004672",AT3G14350.1,SRF7,STRUBBELIG-receptor family 7,LOC_Os07g42626.1,NA,"STRUBBELIG-RECEPTOR FAMILY 6 precursor, putative, expressed",-4337,-9363,4337
Chr02K,64163798,64183798,20001,+,spliceSite,160,18837,Pavir.2KG552300,8.447724783,1.51614894,64173798,Chr02K_64173798,3,9,2.719017104,9,1.390897999,9,2.82166074,9,64178135,64183161,5027,+,41658437,Pavir.2KG552300.1,Pavir.2KG552300.1.p,"PF08263,PF13855,PF07714","PTHR27001,PTHR27001:SF198",KOG1187,2.7.11.1,NA,"GO:0005515,GO:0006468,GO:0004672",AT3G14350.1,SRF7,STRUBBELIG-receptor family 7,LOC_Os07g42626.1,NA,"STRUBBELIG-RECEPTOR FAMILY 6 precursor, putative, expressed",-4337,-9363,4337
Chr02K,64163798,64183798,20001,+,spliceSite,160,18838,Pavir.2KG552300,8.447724783,1.51614894,64173798,Chr02K_64173798,3,9,2.719017104,9,1.390897999,9,2.82166074,9,64178135,64183161,5027,+,41658437,Pavir.2KG552300.1,Pavir.2KG552300.1.p,"PF08263,PF13855,PF07714","PTHR27001,PTHR27001:SF198",KOG1187,2.7.11.1,NA,"GO:0005515,GO:0006468,GO:0004672",AT3G14350.1,SRF7,STRUBBELIG-receptor family 7,LOC_Os07g42626.1,NA,"STRUBBELIG-RECEPTOR FAMILY 6 precursor, putative, expressed",-4337,-9363,4337
Chr02K,64163798,64183798,20001,+,spliceSite,160,22989,Pavir.2KG552400,8.447724783,1.51614894,64173798,Chr02K_64173798,3,9,2.719017104,9,1.390897999,9,2.82166074,9,64167762,64169130,1369,-,41655458,Pavir.2KG552400.1,Pavir.2KG552400.1.p,PF13639,"PTHR14155,PTHR14155:SF109",NA,NA,NA,"GO:0008270,GO:0005515",AT1G72310.1,ATL3,RING/U-box superfamily protein,LOC_Os07g42610.1,NA,"RING finger protein, putative, expressed",6036,4668,4668
Chr08K,52058478,52078478,20001,+,spliceSite,626,103080,Pavir.8KG370900,8.433952479,2.342277628,52068478,Chr08K_52068478,15,9,1.301468126,9,2.38966707,9,2.400539655,9,52061287,52068644,7358,-,41641175,Pavir.8KG370900.1,Pavir.8KG370900.1.p,NA,PTHR35743,"KOG0484,KOG0488",NA,NA,NA,AT4G03090.2,NA,sequence-specific DNA binding;sequence-specific DNA binding transcription factors,LOC_Os05g09630.1,NA,"homeobox domain containing protein, expressed",7191,-166,166
Chr08K,52058478,52078478,20001,+,spliceSite,626,103081,Pavir.8KG371000,8.433952479,2.342277628,52068478,Chr08K_52068478,15,9,1.301468126,9,2.38966707,9,2.400539655,9,52069649,52078436,8788,-,41642848,Pavir.8KG371000.1,Pavir.8KG371000.1.p,PF08514,"PTHR11199,PTHR11199:SF0",KOG2011,NA,K06671,NA,AT2G47980.1,"ATSCC3,SCC3",sister-chromatid cohesion protein 3,LOC_Os05g09620.1,NA,"SCC3, putative, expressed",-1171,-9958,1171
